disk- -------------------reads------------------- -------------------writes------------------ ------IO------- -----timestamp-----
          total    merged     sectors          ms     total    merged     sectors          ms     cur     sec                 CST
sda       20904         0      224008       95583    517253      1419   547995632     2976849       0    1599 2025-11-13 18:07:43
sdb       21323         0      225520       85388    519829      1364   548055544     2975663       0    1589 2025-11-13 18:07:43
sdc       20986         0      223456      116420    519146      1656   548055544     2925237       0    1579 2025-11-13 18:07:43
sdd       20368         0      218872      120868    515486      1693   547995632     2928995       0    1586 2025-11-13 18:07:43
nvme0n1       652         0       67557         804    458161         0    58863856      378955       0     246 2025-11-13 18:07:43
nvme1n1       729         0       76618         365    474293         0    58863856      151332       0     113 2025-11-13 18:07:43
nvme2n1      1463         0      266440         279   1008560         0   160795235      104396       0      75 2025-11-13 18:07:43
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:43
nvme4n1    787254    195320   116519191      205064  13821611   5881470   344772284    12951291       0    4249 2025-11-13 18:07:43
nvme3n1      1491         0      273845         409    991896         0   160795235      144436       0      87 2025-11-13 18:07:43
nvme9n1    132704         0    16476918       81404  24395678         0   638754815    11926375       0   10510 2025-11-13 18:07:43
nvme8n1    129705         0    16069315      116609  24237243         0   638754815    14366417       0   12152 2025-11-13 18:07:43
nvme7n1    122261         0    15857819       85218  31790123         0   792738372    17801350       0   15503 2025-11-13 18:07:43
nvme6n1    118627         0    15716103       78538  31014783         0   792738372    31769142       0   21426 2025-11-13 18:07:43
sda       20904         0      224008       95583    517375      1419   548137680     2977530       0    1600 2025-11-13 18:07:48
sdb       21323         0      225520       85388    519987      1365   548177952     2976376       0    1589 2025-11-13 18:07:48
sdc       20986         0      223456      116420    519300      1656   548177952     2925867       0    1580 2025-11-13 18:07:48
sdd       20368         0      218872      120868    515607      1693   548137680     2929705       0    1586 2025-11-13 18:07:48
nvme0n1       652         0       67557         804    458216         0    58864236      379068       0     246 2025-11-13 18:07:48
nvme1n1       729         0       76618         365    474349         0    58864236      151350       0     113 2025-11-13 18:07:48
nvme2n1      1463         0      266440         279   1008638         0   160796085      104411       0      75 2025-11-13 18:07:48
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:48
nvme4n1    787254    195320   116519191      205064  13821613   5881471   344772308    12951302       0    4249 2025-11-13 18:07:48
nvme3n1      1491         0      273845         409    991978         0   160796085      144472       0      87 2025-11-13 18:07:48
nvme9n1    132704         0    16476918       81404  24395756         0   638755491    11926389       0   10510 2025-11-13 18:07:48
nvme8n1    129705         0    16069315      116609  24237320         0   638755491    14366429       0   12152 2025-11-13 18:07:48
nvme7n1    122261         0    15857819       85218  31790235         0   792739570    17801366       0   15503 2025-11-13 18:07:48
nvme6n1    118627         0    15716103       78538  31014896         0   792739570    31769156       0   21426 2025-11-13 18:07:48
sda       20904         0      224008       95583    517516      1420   548289384     2978292       0    1600 2025-11-13 18:07:53
sdb       21323         0      225520       85388    520113      1366   548344848     2977174       0    1590 2025-11-13 18:07:53
sdc       20986         0      223456      116420    519426      1656   548344848     2926663       0    1580 2025-11-13 18:07:53
sdd       20368         0      218872      120868    515747      1693   548289384     2930481       0    1587 2025-11-13 18:07:53
nvme0n1       652         0       67557         804    458276         0    58864671      379180       0     246 2025-11-13 18:07:53
nvme1n1       729         0       76618         365    474409         0    58864671      151370       0     113 2025-11-13 18:07:53
nvme2n1      1463         0      266440         279   1008731         0   160797046      104427       0      75 2025-11-13 18:07:53
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:53
nvme4n1    787254    195320   116519191      205064  13821739   5881564   344778052    12951474       0    4249 2025-11-13 18:07:53
nvme3n1      1491         0      273845         409    992069         0   160797046      144507       0      87 2025-11-13 18:07:53
nvme9n1    132704         0    16476918       81404  24395756         0   638755491    11926389       0   10510 2025-11-13 18:07:53
nvme8n1    129705         0    16069315      116609  24237320         0   638755491    14366429       0   12152 2025-11-13 18:07:53
nvme7n1    122261         0    15857819       85218  31790235         0   792739570    17801366       0   15503 2025-11-13 18:07:53
nvme6n1    118627         0    15716103       78538  31014896         0   792739570    31769156       0   21426 2025-11-13 18:07:53
sda       20904         0      224008       95583    517602      1421   548411528     2978964       0    1600 2025-11-13 18:07:58
sdb       21323         0      225520       85388    520180      1367   548468272     2977788       0    1590 2025-11-13 18:07:58
sdc       20986         0      223456      116420    519498      1657   548468272     2927262       0    1580 2025-11-13 18:07:58
sdd       20368         0      218872      120868    515816      1694   548411528     2931082       0    1587 2025-11-13 18:07:58
nvme0n1       652         0       67557         804    458332         0    58864972      379293       0     246 2025-11-13 18:07:58
nvme1n1       729         0       76618         365    474465         0    58864972      151389       0     113 2025-11-13 18:07:58
nvme2n1      1463         0      266440         279   1008809         0   160797742      104442       0      75 2025-11-13 18:07:58
nvme5n1        82         0        2936          11         0         0           0           0       0       0 2025-11-13 18:07:58
nvme4n1    787254    195320   116519191      205064  13822080   5881649   344788900    12951792       0    4249 2025-11-13 18:07:58
nvme3n1      1491         0      273845         409    992147         0   160797742      144543       0      87 2025-11-13 18:07:58
